time,q,qdot,error,target_angle
40.31,-0.78534228693,0.00171287936875,0.000342286929658,0
40.331,-0.785343999296,0.00990602261689,0.000343999296344,0
40.374,-0.785353906234,-0.00986307676216,0.000353906234356,0
40.418,-0.785344041749,0.000908171576914,0.000344041749453,0
40.466,-0.785344951673,0.0023013058307,0.000344951672692,0
40.51,-0.785334709783,0.00757753419246,0.000334709782989,0
40.554,-0.785342286882,0.00171287524953,0.00034228688198,0
40.569,-0.785343999593,0.0099058978042,0.000343999593072,0
40.613,-0.785353905329,-0.0098631081507,0.000353905328693,0
40.657,-0.785344041457,0.000908161478697,0.000344041456767,0
40.701,-0.785344952341,0.00230145972572,0.00034495234134,0
40.749,-0.78533470935,0.00757753169842,0.000334709350291,0
40.794,-0.785342286763,0.00171286624903,0.000342286763428,0
40.807,-0.783500342817,0.591342079691,1.49850034282,1.5
40.849,-0.733468951931,2.34002136097,1.44846895193,1.5
40.898,-0.656141600159,2.31423552345,1.37114160016,1.5
40.941,-0.574700021252,2.4981154272,1.28970002125,1.5
40.985,-0.386273333092,3.07680186284,1.10127333309,1.5
41.033,-0.276649562602,3.24406767837,0.991649562602,1.5
41.045,-0.167201566797,3.0934727624,0.882201566797,1.5
41.088,-0.066050468853,2.84941150315,0.781050468853,1.5
41.133,0.0250607452163,2.59304810471,0.689939254784,1.5
41.176,0.106206025025,2.32452300731,0.608793974975,1.5
41.22,0.241480391427,1.84072349628,0.473519608573,1.5
41.269,0.297497960752,1.63419259672,0.417502039248,1.5
41.283,0.346849357356,1.4278366603,0.368150642644,1.5
41.329,0.390325673575,1.21684061999,0.324674326425,1.5
41.373,0.428678274608,1.05134333595,0.286321725392,1.5
41.416,0.462417142376,0.942596194949,0.252582857624,1.5
41.46,0.518334559312,0.716668287937,0.196665440688,1.5
41.509,0.541437364224,0.650439168484,0.173562635776,1.5
41.521,0.561788393031,0.558313204669,0.153211606969,1.5
41.568,0.579725562243,0.48830508052,0.135274437757,1.5
41.613,0.595559466545,0.450072033325,0.119440533455,1.5
41.656,0.609504561764,0.380869917893,0.105495438236,1.5
41.7,0.632656834741,0.312778412466,0.0823431652593,1.5
41.748,0.642217092945,0.259388952533,0.0727829070546,1.5
41.759,0.650645023676,0.225552001316,0.064354976324,1.5
41.8,0.658097744887,0.218681644042,0.0569022551134,1.5
41.844,0.664654207823,0.176171150164,0.0503457921774,1.5
41.888,0.670434085945,0.152415441208,0.044565914055,1.5
41.936,0.680049516165,0.119133995539,0.0349504838346,1.5
41.98,0.684014021283,0.102277265514,0.0309859787166,1.5
41.997,0.687531001396,0.109922581394,0.027468998604,1.5
42.04,0.690694286366,0.0776308532444,0.0243057136339,1.5
42.084,0.693424280166,0.088169774135,0.0215757198338,1.5
42.127,0.695815791492,0.0607979330995,0.0191842085083,1.5
42.176,0.699801986679,0.064641706723,0.0151980133211,1.5
42.224,0.701442769596,0.0400019537387,0.0135572304043,1.5
42.236,0.70288791527,0.0326918685407,0.01211208473,1.5
42.279,0.704182746126,0.0484924807178,0.0108172538743,1.5
42.324,0.705308263065,0.0257286909724,0.00969173693487,1.5
42.367,0.706298903129,0.0201378583053,0.00870109687112,1.5
42.411,0.70796451774,0.0159288738179,0.00703548225995,1.5
42.453,0.708643082645,0.0115183638044,0.00635691735504,1.5
42.474,0.709261594098,0.0297897496228,0.00573840590154,1.5
42.521,0.709790400166,0.00919838014882,0.00520959983418,1.5
42.57,0.710254624052,0.00559833387686,0.0047453759478,1.5
42.613,0.711045910661,0.00457427672293,0.00395408933922,1.5
42.657,0.711362873992,0.00153134669766,0.00363712600763,1.5
42.679,0.711664590348,0.0022944826585,0.00333540965166,1.5
42.72,0.711909042281,-0.00047022940842,0.00309095771871,1.5
42.764,0.71214446204,0.0191921985178,0.00285553795984,1.5
42.813,0.712335241629,-4.71363045372e-05,0.00266475837065,1.5
42.857,0.712667343174,0.0173530189469,0.00233265682554,1.5
42.901,0.712796876039,-0.00186863067492,0.00220312396148,1.5
42.917,0.71290868402,-0.00427439401907,0.00209131598009,1.5
42.961,0.713027212542,0.0160818822101,0.00197278745764,1.5
43.005,0.713114693154,-0.00293541135044,0.00188530684559,1.5
43.049,0.713189265582,-0.00525784062322,0.0018107344181,1.5
43.092,0.713333540054,-0.00373974393818,0.00166645994631,1.5
43.136,0.713382572121,-0.00597374824277,0.00161742787931,1.5
43.155,0.713445730251,0.0145500000419,0.00155426974947,1.5
43.196,0.713484256224,-0.00438840951662,0.00151574377644,1.5
43.24,0.71351575907,-0.00649258679596,0.00148424092989,1.5
43.284,0.713563319717,0.0140487156428,0.00143668028269,1.5
