time,q,qdot,error,target_angle
51.368,-0.785163293989,0.00788481401742,0.000163293988817,0
51.412,-0.785171172408,0.00245892890553,0.000171172408164,0
51.432,-0.785173630002,0.0084996400621,0.000173630001683,0
51.467,-0.785182128107,-0.00977663545608,0.00018212810725,0
51.507,-0.785172350012,0.000649431213399,0.00017235001229,0
51.55,-0.785173013018,0.0013154776663,0.000173013017721,0
51.593,-0.785174341619,-0.0110416022706,0.000174341619189,0
51.637,-0.785171184557,0.00245691044779,0.000171184556856,0
51.685,-0.785173644264,0.0084972240467,0.000173644263893,0
51.704,-0.785182131409,-0.00976733688948,0.000182131408734,0
51.745,-0.785172359229,0.000655526025952,0.000172359229346,0
51.793,-0.785173018156,0.00131623609352,0.000173018155568,0
51.837,-0.785174331659,-0.0110397892237,0.000174331658986,0
51.881,-0.774042354312,1.21783800694,1.48904235431,1.5
51.925,-0.705972832904,2.24231323439,1.4209728329,1.5
51.942,-0.62928250866,2.29403226717,1.34428250866,1.5
51.985,-0.548688226802,2.46906806315,1.2636882268,1.5
52.029,-0.459271524948,2.78775237407,1.17427152495,1.5
52.077,-0.358004702248,3.16257526848,1.07300470225,1.5
52.121,-0.112855122896,4.06567591187,0.827855122896,1.5
52.168,0.0389593588447,4.59466249024,0.676040641155,1.5
52.181,0.205497813899,5.18720965161,0.509502186101,1.5
52.224,0.385218043832,5.14186649427,0.329781956168,1.5
52.268,0.542849729944,4.08016090998,0.172150270056,1.5
52.316,0.66195900335,2.97904045581,0.0530409966501,1.5
52.364,0.720296827473,-0.0763889804783,0.00529682747275,1.5
52.412,0.717573100683,-0.0713594958763,0.00257310068326,1.5
52.419,0.715879796325,-0.041772802761,0.000879796325398,1.5
52.46,0.715085692131,-0.00319056005386,8.56921307192e-05,1.5
52.504,0.714774144273,-0.00987612124078,0.000225855727136,1.5
52.552,0.714685034169,-0.00748207186891,0.000314965831323,1.5
52.596,0.714671735268,-0.00543157353308,0.000328264731623,1.5
52.64,0.714637052037,-0.00791602351675,0.000362947963212,1.5
52.658,0.714596140421,-0.0064716076607,0.000403859579262,1.5
52.699,0.714534146354,-0.00840945700653,0.000465853646458,1.5
52.744,0.714485666608,-0.00643036760766,0.000514333392181,1.5
52.788,0.714434732048,-0.00791630893309,0.000565267951857,1.5
52.832,0.714391979392,-0.00524328542124,0.000608020607993,1.5
52.876,0.714377451596,-0.00686212229423,0.000622548404103,1.5
52.897,0.714389456952,0.0118334531808,0.000610543048318,1.5
52.929,0.714389059593,-0.00479643942523,0.000610940406512,1.5
52.978,0.714389002543,-0.00653603041829,0.000610997456504,1.5
53.022,0.714407419676,0.0119276784393,0.00059258032378,1.5
53.066,0.714407970858,-0.00476116783822,0.000592029141963,1.5
53.109,0.714418864616,0.0118548836155,0.000581135383828,1.5
53.153,0.7144144385,-0.00510812721822,0.000585561499597,1.5
53.169,0.714407437027,-0.00675978938091,0.000592562973239,1.5
53.216,0.714418432989,0.0117314201992,0.000581567011007,1.5
53.26,0.714412511377,-0.00493809014634,0.000587488623323,1.5
53.309,0.714415903638,0.0116515600859,0.000584096361915,1.5
53.356,0.714410302467,-0.00511553496676,0.000589697532816,1.5
